id_cliente,probabilidade_inadimplencia
100023,0.12315024116311839
100031,0.3864461522543774
100056,0.10076224013671495
100069,0.05410586216267381
100085,0.5359412109941407
100098,0.028477137748794054
100104,0.4724319332949115
100111,0.11970027577052432
100123,0.3087957391514988
100165,0.13674239946399405
100178,0.14996354973159365
100193,0.13978112719490632
100200,0.17437770232315564
100208,0.10906316478633245
100219,0.10735101023164785
100233,0.013910073281339719
100237,0.44906680424720224
100258,0.6855829839424774
100265,0.5191679940220825
100266,0.07140412902739275
100276,0.6719689769036686
100281,0.38621159720144366
100298,0.40140379851677715
100301,0.16378159032264325
100307,0.02481852816972066
100317,0.05535326144145436
100318,0.3300395996593057
100332,0.5305937519183105
100341,0.08498475288836017
100342,0.6739069507866494
100353,0.47016973294976366
100374,0.552537764827216
100403,0.010016692298501361
100406,0.0707258747989796
100410,0.02928912842005548
100414,0.5572257960366926
100418,0.5878687014629407
100437,0.035231272648819464
100449,0.3087919123363111
100458,0.44788270115720247
100459,0.5184967373200395
100462,0.2747918874914818
100471,0.5557671188505714
100493,0.0422627463322876
100498,0.05966110483685036
100505,0.3795637989913
100521,0.02040206272239416
100525,0.3511912328692352
100562,0.08737358572641186
100565,0.5017693352479379
100567,0.06866491888077521
100597,0.4250339264037861
100628,0.4269567484548091
100654,0.5526586635674396
100657,0.36312055951471633
100675,0.014447133965780243
100678,0.6659284862071007
100685,0.09517469751700092
100693,0.39603103764691155
100712,0.09000581212848752
100736,0.02888287085590133
100746,0.08323168864818846
100759,0.04452251092796097
100783,0.023583718799107832
100785,0.17092049486115415
100806,0.1286439476541555
100813,0.04983760176199418
100815,0.1423851521345948
100824,0.14495824537618973
100827,0.06085271616211327
100828,0.4669883871129943
100846,0.03423752161496077
100854,0.12006092992953268
100857,0.6084086804525717
100875,0.6414197165859805
100877,0.4968346923461736
100890,0.37649546864458555
100893,0.051271949621594384
100895,0.5203079008266337
100900,0.5872549685436493
100909,0.017524524428100315
100914,0.3776113257006767
100927,0.5663513659624816
100928,0.7809716386592742
100943,0.4271456708354128
100949,0.06901281196922276
100962,0.18303586146557918
100995,0.015639109613939762
101028,0.2186498876926263
101032,0.029402853747453748
101042,0.42418093011483954
101066,0.45176924116181016
101077,0.1364456433227021
101082,0.402752776337755
101083,0.46470384015136496
101093,0.05788237452825421
101108,0.43515536167517466
101112,0.03243489001240178
101133,0.11291107854316078
101166,0.10403269547271708
101195,0.6799433427748323
101205,0.03659981333178329
101253,0.0811838363090506
101254,0.13232642586361865
101265,0.20017519168448378
101267,0.2808754270608639
101319,0.013782550662380063
101321,0.051090245634459935
101331,0.5431319572013941
101334,0.35190850321776185
101352,0.005537736845734475
101357,0.28580544613808245
101358,0.3574871483431938
101390,0.4257477497138139
101391,0.29578734588613254
101402,0.6232633060404832
101408,0.25573694643831263
101414,0.4442163944266452
101438,0.5410431505263977
101442,0.11388233133852375
101445,0.4492944032621842
101451,0.49360623020782074
101455,0.02243398586411185
101458,0.19043286488157324
101459,0.6939267748258471
101461,0.07686823785832292
101475,0.8245689268370014
101487,0.32150200219993125
101498,0.42744239923984145
101502,0.11504480415441173
101520,0.022711253458801043
101529,0.03903562927674822
101531,0.03186751507663163
101535,0.04810900821652373
101540,0.07905291009854197
101564,0.48836171631800723
101565,0.03724946578647891
101574,0.03273093216292152
101583,0.03955728730806489
101587,0.12546209950724738
101600,0.04322266680451831
101622,0.1247419947194032
101623,0.56203235685415
101633,0.16194088775227322
101670,0.42120782376635985
101684,0.38961684554793463
101687,0.03026842531365123
101692,0.3572174156369929
101693,0.7061111982936543
101721,0.17808637955410728
101749,0.06472571976671826
101766,0.027220696991309936
101779,0.012545008425556062
101783,0.018170026288150776
101796,0.05343487326387036
101800,0.04735128133835231
101811,0.07535479995397668
101813,0.09866115223085985
101842,0.11138331533954975
101847,0.3115069599691347
101848,0.1494273594522912
101889,0.816526786291696
101898,0.25755355666506413
101905,0.5199296565748878
101911,0.40067743061375377
101912,0.3696721757517286
101914,0.42120782376635985
101918,0.3566749708606668
101924,0.011428854873470484
101932,0.4780851858071759
101937,0.08385423772807385
101942,0.04472879580209037
101970,0.019567661869837025
101980,0.4332902299147135
101985,0.014630899700025702
102020,0.268138120957144
102024,0.7661811595921673
102032,0.14688263175406435
102033,0.4138092494681215
102039,0.041269019371138284
102042,0.023282023748470566
102072,0.14317429463551654
102088,0.056484431316941607
102093,0.07030454442844068
102097,0.28606633082790633
102102,0.07410711464177415
102104,0.6961356404515933
102107,0.04168835655483911
102110,0.6039717212705762
102115,0.13647773702276195
102120,0.5971516623481522
102128,0.526280400542838
102141,0.051788161009647206
102144,0.5441060855341943
102180,0.6915527534115627
102184,0.4030014483916811
102185,0.12410027148008156
102187,0.1391946582685622
102201,0.07935734051217734
102233,0.22145744769815273
102264,0.08886091339060505
102267,0.01323204355132325
102304,0.4069893684855726
102314,0.06113110506655959
102330,0.14042260648684046
102337,0.014281482484162153
102338,0.6423550200294245
102348,0.20918839370300774
102353,0.06470997703525422
102358,0.05143402354073111
102367,0.354609016984541
102369,0.8006044638833979
102472,0.10719316539182187
102481,0.03458721479695445
102496,0.0243201461370917
102505,0.4061086202217355
102507,0.33095763064641043
102512,0.4002465195365827
102551,0.26775011694330997
102602,0.417151933089367
102603,0.21551087366393318
102610,0.5062834513299358
102623,0.01924553646762372
102627,0.579502164212241
102635,0.042914773194366485
102643,0.01817894996064041
102645,0.005269216882622413
102679,0.16679719244049995
102685,0.08047589860576082
102686,0.028720659599577734
102689,0.27137028304451205
102711,0.3806507043884091
102715,0.10590819806641597
102718,0.06273300820837381
102721,0.6727817447398043
102722,0.5148815042174834
102726,0.5606490140760388
102750,0.02438058034604747
102758,0.008601498276458296
102791,0.02723656512329619
102811,0.1728587901723992
102822,0.01989791929666017
102841,0.14262466780867972
102846,0.38002262998453
102901,0.0527025192967118
102913,0.34611739164869626
102917,0.5434007186844223
102929,0.2904550871570736
102939,0.022502552303287026
102940,0.6009766842431669
102943,0.0062603501586006695
102945,0.6820438947247737
102946,0.0849952991949879
102949,0.2233594332067406
102950,0.04267460428026611
102953,0.3776157900039928
102961,0.271464882888818
102963,0.308774659523773
102965,0.05337475855516442
102983,0.6078114941814127
102986,0.052122496553309874
102991,0.2502130841207977
103003,0.3126596478121996
103012,0.5781487896466074
103030,0.4790661876275402
103034,0.29297019886534725
103045,0.36436859704686914
103051,0.04937048000998201
103055,0.06901543638566557
103061,0.016804996285650013
103082,0.020893331984877254
103110,0.0848015463857845
103128,0.019849113898580604
103149,0.5065935836148668
103160,0.42933261698245423
103163,0.03737238731725492
103164,0.06906925998812805
103175,0.6533532711063864
103177,0.03275535999859153
103190,0.029713125786173168
103197,0.07729124110964351
103204,0.5326488831316953
103234,0.022347916893243943
103262,0.49218724410273096
103297,0.42761176446985927
103310,0.09769759557610892
103357,0.12532550227608735
103363,0.6778815451892254
103376,0.04839130159084076
103382,0.021875049276800396
103387,0.46323338664830077
103395,0.008142582762273554
103400,0.06059281612802816
103413,0.4877308218823026
103417,0.10566947089210464
103445,0.06939872657317218
103500,0.01478021696950951
103520,0.06250706738341523
103521,0.33887412347846424
103540,0.029092394077860174
103550,0.0788318898861107
103555,0.055938138455510635
103561,0.7218874355668615
